Date,Close
2011-12-02,1925.7
2011-12-05,1913.15
2011-12-07,1909.85
2011-12-08,1899.3
2011-12-09,1863.15
2011-12-12,1864.15
2011-12-13,1869.6
2011-12-14,1860.0
2011-12-15,1875.0
2011-12-16,1840.15
2011-12-19,1847.8
2011-12-20,1849.5
2011-12-21,1868.55
2011-12-22,1920.85
2011-12-23,1913.35
2011-12-26,1919.55
2011-12-27,1926.05
2011-12-28,1927.8
2011-12-29,1938.5
2011-12-30,1945.15
2012-01-02,1981.85
2012-01-03,1986.35
2012-01-04,1985.55
2012-01-05,1965.05
2012-01-06,1951.25
2012-01-07,1957.55
2012-01-09,1959.5
2012-01-10,1969.05
2012-01-11,1965.55
2012-01-12,1959.7
2012-01-13,1963.25
2012-01-16,1983.65
2012-01-17,1983.35
2012-01-18,1979.9
2012-01-19,1965.8
2012-01-20,1962.75
2012-01-23,1958.9
2012-01-24,1944.85
2012-01-25,1936.35
2012-01-27,1946.35
2012-01-30,1934.45
2012-01-31,1940.05
2012-02-01,1939.7
2012-02-02,1960.5
2012-02-03,1959.95
2012-02-06,1982.7
2012-02-07,2038.3
2012-02-08,2025.25
2012-02-09,2039.25
2012-02-10,2034.55
2012-02-13,2035.05
2012-02-14,2042.25
2012-02-15,2106.25
2012-02-16,2086.55
2012-02-17,2086.35
2012-02-21,2088.1
2012-02-22,2083.0
2012-02-23,2074.6
2012-02-24,2079.55
2012-02-27,2065.75
2012-02-28,2080.6
2012-02-29,2074.85
2012-03-01,2087.4
2012-03-02,2084.4
2012-03-03,2073.5
2012-03-05,2075.25
2012-03-06,2080.05
2012-03-07,2083.4
2012-03-09,2084.0
2012-03-12,2082.9
2012-03-13,2086.7
2012-03-14,2087.05
2012-03-15,2116.45
2012-03-16,2140.45
2012-03-19,2144.9
2012-03-20,2163.75
2012-03-21,2207.6
2012-03-22,2190.2
2012-03-23,2171.75
2012-03-26,2189.6
2012-03-27,2200.2
2012-03-28,2256.8
2012-03-29,2223.75
2012-03-30,2316.55
2012-04-02,2277.6
2012-04-03,2289.4
2012-04-04,2255.0
2012-04-09,2210.75
2012-04-10,2218.45
2012-04-11,2185.45
2012-04-12,2172.85
2012-04-13,2192.2
2012-04-16,2174.75
2012-04-17,2210.2
2012-04-18,2251.9
2012-04-19,2214.75
2012-04-20,2240.9
2012-04-23,2238.95
2012-04-24,2211.65
2012-04-25,2190.65
2012-04-26,2179.9
2012-04-27,2177.95
2012-04-28,2179.9
2012-04-30,2144.05
2012-05-02,2172.95
2012-05-03,2170.75
2012-05-04,2137.3
2012-05-07,2127.6
2012-05-08,2100.3
2012-05-09,2082.95
2012-05-10,2054.35
2012-05-11,2050.1
2012-05-14,2056.35
2012-05-15,2028.8
2012-05-16,2028.4
2012-05-17,2063.95
2012-05-18,2049.65
2012-05-21,2042.3
2012-05-22,1990.15
2012-05-23,1964.85
2012-05-24,1981.35
2012-05-25,1995.05
2012-05-28,2004.8
2012-05-29,1988.05
2012-05-30,2024.4
2012-05-31,2010.0
2012-06-01,1973.5
2012-06-04,1985.6
2012-06-05,2010.0
2012-06-06,1985.55
2012-06-07,1990.15
2012-06-08,1988.8
2012-06-11,1958.75
2012-06-12,2033.65
2012-06-13,2048.3
2012-06-14,2019.7
2012-06-15,2012.65
2012-06-18,2000.0
2012-06-19,2001.0
2012-06-20,2033.7
2012-06-21,2022.35
2012-06-22,2013.85
2012-06-25,2016.7
2012-06-26,2017.3
2012-06-27,2003.25
2012-06-28,2007.1
2012-06-29,2019.3
2012-07-02,2029.85
2012-07-03,2038.65
2012-07-04,2022.15
2012-07-05,2019.3
2012-07-06,2016.45
2012-07-09,2015.7
2012-07-10,2039.85
2012-07-11,2061.45
2012-07-12,2050.75
2012-07-13,2040.65
2012-07-16,2059.8
2012-07-17,2056.7
2012-07-18,2066.55
2012-07-19,2079.75
2012-07-20,2072.1
2012-07-23,2073.85
2012-07-24,2110.85
2012-07-25,2150.05
2012-07-26,2150.75
2012-07-27,2130.6
2012-07-30,2124.4
2012-07-31,2109.95
2012-08-01,2104.35
2012-08-02,2123.95
2012-08-03,2111.0
2012-08-06,2086.15
2012-08-07,2100.2
2012-08-08,2087.85
2012-08-09,2105.3
2012-08-10,2109.05
2012-08-13,2100.15
2012-08-14,2100.25
2012-08-16,2094.85
2012-08-17,2089.0
2012-08-21,2085.05
2012-08-22,2089.1
2012-08-23,2115.1
2012-08-24,2093.75
2012-08-27,2089.05
2012-08-28,2085.65
2012-08-29,2096.25
2012-08-30,2093.2
2012-08-31,2099.95
2012-09-03,2099.1
2012-09-04,2100.4
2012-09-05,2100.3
2012-09-06,2100.0
2012-09-07,2099.85
2012-09-08,2115.25
2012-09-10,2190.75
2012-09-11,2224.0
2012-09-12,2175.1
2012-09-13,2120.05
2012-09-14,2091.4
2012-09-17,2006.05
2012-09-18,1999.35
2012-09-20,1985.6
2012-09-21,1972.95
2012-09-24,1980.35
2012-09-25,1987.2
2012-09-26,1998.55
2012-09-27,1958.05
2012-09-28,1981.05
2012-10-01,2003.15
2012-10-03,1980.3
2012-10-04,1952.1
2012-10-05,1943.05
2012-10-08,1936.65
2012-10-09,1951.1
2012-10-10,1962.4
2012-10-11,1968.95
2012-10-12,1969.7
2012-10-15,1977.6
2012-10-16,1991.9
2012-10-17,1994.7
2012-10-18,1991.5
2012-10-19,1996.45
2012-10-22,2000.0
2012-10-23,1995.85
2012-10-25,2003.8
2012-10-26,1999.85
2012-10-29,2004.4
2012-10-30,2005.0
2012-10-31,2005.0
2012-11-01,2005.05
2012-11-02,1998.2
2012-11-05,1998.95
2012-11-06,2001.45
2012-11-07,2000.0
2012-11-08,2004.65
2012-11-09,2005.5
2012-11-12,2010.9
2012-11-13,1999.05
2012-11-15,1985.15
2012-11-16,1997.2
2012-11-19,1996.2
2012-11-20,1999.55
2012-11-21,2000.6
2012-11-22,2016.2
2012-11-23,2002.25
2012-11-26,2049.8
2012-11-27,2050.2
2012-11-29,2055.95
2012-11-30,2050.1
2012-12-03,2021.9
2012-12-04,2041.35
2012-12-05,2050.95
2012-12-06,2050.95
2012-12-07,2050.05
2012-12-10,2050.15
2012-12-11,2050.35
2012-12-12,2050.15
2012-12-13,2074.55
2012-12-14,2065.6
2012-12-17,2069.8
2012-12-18,2069.95
2012-12-19,2070.25
2012-12-20,2087.6
2012-12-21,2078.4
2012-12-24,2082.25
2012-12-26,2085.7
2012-12-27,2113.25
2012-12-28,2119.25
2012-12-31,2168.05
2013-01-01,2145.7
2013-01-02,2140.15
2013-01-03,2144.05
2013-01-04,2160.05
2013-01-07,2181.6
2013-01-08,2186.6
2013-01-09,2190.05
2013-01-10,2190.25
2013-01-11,2190.45
2013-01-14,2188.95
2013-01-15,2200.9
2013-01-16,2198.5
2013-01-17,2203.05
2013-01-18,2187.7
2013-01-21,2173.95
2013-01-22,2148.8
2013-01-23,2102.25
2013-01-24,2055.8
2013-01-25,2054.1
2013-01-28,2043.1
2013-01-29,2051.65
2013-01-30,2052.9
2013-01-31,2048.8
2013-02-01,2043.5
2013-02-04,2037.0
2013-02-05,2079.2
2013-02-06,2070.2
2013-02-07,2079.1
2013-02-08,2098.9
2013-02-11,2077.35
2013-02-12,2094.2
2013-02-13,2098.3
2013-02-14,2096.7
2013-02-15,2096.95
2013-02-18,2097.1
2013-02-19,2106.6
2013-02-20,2119.05
2013-02-21,2099.6
2013-02-22,2099.65
2013-02-25,2101.75
2013-02-26,2097.95
2013-02-27,2097.85
2013-02-28,2110.95
2013-03-01,2098.9
2013-03-04,2099.6
2013-03-05,2111.2
2013-03-06,2111.0
2013-03-07,2110.05
2013-03-08,2116.0
2013-03-11,2126.45
2013-03-12,2134.4
2013-03-13,2133.25
2013-03-14,2117.55
2013-03-15,2119.75
2013-03-18,2160.4
2013-03-19,2150.8
2013-03-20,2151.35
2013-03-21,2160.6
2013-03-22,2169.15
2013-03-25,2168.6
2013-03-26,2189.85
2013-03-28,2205.25
2013-04-01,2222.0
2013-04-02,2229.9
2013-04-03,2268.55
2013-04-04,2200.95
2013-04-05,2201.65
2013-04-08,2200.1
2013-04-09,2200.5
2013-04-10,2217.55
2013-04-11,2204.4
2013-04-12,2201.6
2013-04-15,2204.8
2013-04-16,2200.1
2013-04-17,2225.15
2013-04-18,2204.9
2013-04-22,2207.05
2013-04-23,2204.15
2013-04-25,2203.35
2013-04-26,2204.05
2013-04-29,2216.65
2013-04-30,2262.3
2013-05-02,2269.75
2013-05-03,2278.9
2013-05-06,2309.65
2013-05-07,2398.05
2013-05-08,2344.7
2013-05-09,2310.15
2013-05-10,2323.35
2013-05-11,2303.3
2013-05-13,2322.4
2013-05-14,2328.7
2013-05-15,2303.95
2013-05-16,2271.1
2013-05-17,2317.45
2013-05-20,2282.55
2013-05-21,2278.7
2013-05-22,2287.85
2013-05-23,2282.35
2013-05-24,2273.5
2013-05-27,2272.1
2013-05-28,2266.05
2013-05-29,2272.75
2013-05-30,2293.0
2013-05-31,2498.05
2013-06-03,2666.15
2013-06-04,2757.9
2013-06-05,2683.45
2013-06-06,2706.15
2013-06-07,2637.75
2013-06-10,2514.45
2013-06-11,2424.65
2013-06-12,2506.4
2013-06-13,2470.5
2013-06-14,2434.25
2013-06-17,2449.65
2013-06-18,2439.85
2013-06-19,2467.9
2013-06-20,2505.75
2013-06-21,2484.75
2013-06-24,2424.9
2013-06-25,2396.4
2013-06-26,2330.8
2013-06-27,2329.7
2013-06-28,2334.4
2013-07-01,2476.9
2013-07-02,2479.2
2013-07-03,2618.8
2013-07-04,2619.95
2013-07-05,2551.7
2013-07-08,2530.1
2013-07-09,2513.75
2013-07-10,2494.8
2013-07-11,2480.2
2013-07-12,2553.55
2013-07-15,2579.8
2013-07-16,2601.0
2013-07-17,2575.65
2013-07-18,2544.75
2013-07-19,2527.1
2013-07-22,2494.5
2013-07-23,2482.3
2013-07-24,2449.95
2013-07-25,2436.25
2013-07-26,2453.85
2013-07-29,2449.65
2013-07-30,2374.8
2013-07-31,2368.15
2013-08-01,2348.55
2013-08-02,2282.85
2013-08-05,2261.5
2013-08-06,2320.45
2013-08-07,2402.25
2013-08-08,2331.85
2013-08-12,2285.15
2013-08-13,2277.8
2013-08-14,2291.75
2013-08-16,2265.0
2013-08-19,2249.05
2013-08-20,2237.65
2013-08-21,2246.65
2013-08-22,2274.8
2013-08-23,2289.2
2013-08-26,2311.5
2013-08-27,2256.65
2013-08-28,2263.25
2013-08-29,2293.45
2013-08-30,2350.9
2013-09-02,2349.85
2013-09-03,2290.4
2013-09-04,2268.8
2013-09-05,2253.85
2013-09-06,2258.8
2013-09-10,2322.5
2013-09-11,2415.1
2013-09-12,2402.4
2013-09-13,2358.8
2013-09-16,2352.9
2013-09-17,2350.15
2013-09-18,2349.45
2013-09-19,2350.15
2013-09-20,2465.6
2013-09-23,2393.35
2013-09-24,2402.3
2013-09-25,2430.05
2013-09-26,2432.2
2013-09-27,2438.0
2013-09-30,2468.05
2013-10-01,2475.1
2013-10-03,2473.3
2013-10-04,2475.0
2013-10-07,2493.95
2013-10-08,2480.75
2013-10-09,2486.25
2013-10-10,2489.85
2013-10-11,2480.2
2013-10-14,2479.45
2013-10-15,2478.95
2013-10-17,2481.0
2013-10-18,2479.4
2013-10-21,2479.65
2013-10-22,2480.05
2013-10-23,2479.9
2013-10-24,2419.25
2013-10-25,2419.65
2013-10-28,2419.45
2013-10-29,2434.85
2013-10-30,2435.15
2013-10-31,2431.35
2013-11-01,2481.45
2013-11-03,2461.55
2013-11-05,2482.4
2013-11-06,2501.1
2013-11-07,2489.9
2013-11-08,2487.8
2013-11-11,2474.3
2013-11-12,2470.05
2013-11-13,2410.2
2013-11-14,2410.3
2013-11-18,2416.2
2013-11-19,2420.05
2013-11-20,2414.0
2013-11-21,2405.8
2013-11-22,2405.95
2013-11-25,2405.5
2013-11-26,2396.35
2013-11-27,2390.05
2013-11-28,2389.95
2013-11-29,2495.7
2013-12-02,2523.25
2013-12-03,2594.35
2013-12-04,2572.4
2013-12-05,2557.75
2013-12-06,2522.6
2013-12-09,2510.8
2013-12-10,2489.2
2013-12-11,2469.65
2013-12-12,2432.15
2013-12-13,2460.15
2013-12-16,2925.6
2013-12-17,2949.55
2013-12-18,2943.15
2013-12-19,2937.25
2013-12-20,2930.75
2013-12-23,2936.6
2013-12-24,2951.95
2013-12-26,2954.6
2013-12-27,2958.1
2013-12-30,2975.25
2013-12-31,2998.3
2014-01-01,2990.45
2014-01-02,2986.05
2014-01-03,2986.15
2014-01-06,2985.05
2014-01-07,2979.05
2014-01-08,2974.2
2014-01-09,2961.85
2014-01-10,2965.15
2014-01-13,2984.7
2014-01-14,2978.15
2014-01-15,2978.05
2014-01-16,2971.3
2014-01-17,2977.25
2014-01-20,2977.9
2014-01-21,2977.85
2014-01-22,2974.7
2014-01-23,2978.3
2014-01-24,2983.05
2014-01-27,2977.4
2014-01-28,2978.7
2014-01-29,2973.65
2014-01-30,2978.35
2014-01-31,2984.1
2014-02-03,2986.35
2014-02-04,2984.85
2014-02-05,2982.6
2014-02-06,2969.9
2014-02-07,2972.0
2014-02-10,2981.9
2014-02-11,2982.85
2014-02-12,2983.0
2014-02-13,3003.7
2014-02-14,3008.65
2014-02-17,3013.4
2014-02-18,3017.6
2014-02-19,3009.25
2014-02-20,3017.45
2014-02-21,3028.05
2014-02-24,3030.9
2014-02-25,3036.5
2014-02-26,3045.75
2014-02-28,3045.15
2014-03-03,3053.05
2014-03-04,2966.45
2014-03-05,2744.8
2014-03-06,2676.45
2014-03-07,2648.35
2014-03-10,2508.8
2014-03-11,2441.9
2014-03-12,2477.75
2014-03-13,2533.75
2014-03-14,2605.75
2014-03-18,2651.9
2014-03-19,2650.5
2014-03-20,2637.5
2014-03-21,2568.9
2014-03-22,2596.4
2014-03-24,2552.9
2014-03-25,2550.15
2014-03-26,2550.15
2014-03-27,2573.0
2014-03-28,2588.75
2014-03-31,2573.2
2014-04-01,2580.9
2014-04-02,2589.95
2014-04-03,2571.1
2014-04-04,2562.85
2014-04-07,2548.55
2014-04-09,2545.25
2014-04-10,2534.95
2014-04-11,2536.4
2014-04-15,2500.95
2014-04-16,2503.85
2014-04-17,2491.55
2014-04-21,2489.25
2014-04-22,2482.35
2014-04-23,2457.1
2014-04-25,2442.0
2014-04-28,2419.0
2014-04-29,2430.45
2014-04-30,2466.3
2014-05-02,2449.4
2014-05-05,2420.65
2014-05-06,2380.55
2014-05-07,2376.45
2014-05-08,2402.95
2014-05-09,2386.95
2014-05-12,2383.2
2014-05-13,2435.55
2014-05-14,2437.75
2014-05-15,2459.45
2014-05-16,2501.25
2014-05-19,2504.05
2014-05-20,2525.0
2014-05-21,2549.55
2014-05-22,2556.2
2014-05-23,2516.1
2014-05-26,2484.45
2014-05-27,2453.0
2014-05-28,2428.6
2014-05-29,2453.25
2014-05-30,2434.75
2014-06-02,2461.65
2014-06-03,2449.4
2014-06-04,2446.25
2014-06-05,2456.3
2014-06-06,2490.8
2014-06-09,2475.35
2014-06-10,2494.85
2014-06-11,2481.35
2014-06-12,2514.7
2014-06-13,2488.25
2014-06-16,2478.55
2014-06-17,2477.85
2014-06-18,2477.05
2014-06-19,2462.55
2014-06-20,2477.9
2014-06-23,2485.3
2014-06-24,2486.75
2014-06-25,2473.75
2014-06-26,2463.9
2014-06-27,2490.7
2014-06-30,2501.6
2014-07-01,2499.7
2014-07-02,2533.45
2014-07-03,2551.95
2014-07-04,2549.1
2014-07-07,2551.45
2014-07-08,2508.55
2014-07-09,2508.5
2014-07-10,2481.5
2014-07-11,2500.4
2014-07-14,2488.2
2014-07-15,2506.7
2014-07-16,2499.95
2014-07-17,2505.25
2014-07-18,2491.25
2014-07-21,2487.65
2014-07-22,2472.75
2014-07-23,2487.2
2014-07-24,2482.25
2014-07-25,2482.3
2014-07-28,2491.45
2014-07-30,2492.75
2014-07-31,2495.55
2014-08-01,2482.7
2014-08-04,2480.9
2014-08-05,2488.95
2014-08-06,2491.85
2014-08-07,2506.1
2014-08-08,2500.6
2014-08-11,2497.4
2014-08-12,2518.7
2014-08-13,2494.25
2014-08-14,2491.75
2014-08-18,2489.3
2014-08-19,2492.05
2014-08-20,2505.15
2014-08-21,2501.7
2014-08-22,2488.65
2014-08-25,2479.95
2014-08-26,2481.0
2014-08-27,2497.4
2014-08-28,2488.65
2014-09-01,2493.95
